,ticker,sector,current_ratio,debt_ratio,debt_to_equity,ebitda_growth,ebitda_margin,gross_margin,ni_growth,ni_margin,op_growth,op_margin,rev_growth,roa,roe,log_rtn
20,GEVO,Basic Materials,0.27714333002317115,0.22338499769706188,0.20204402515723272,0.2559785727951023,-0.8043043247437416,-0.5001020949891779,0.0244495281670003,-1.1704169559358026,0.18692851673348043,-1.0761220239310654,-0.2548763046587348,-0.2860365080790842,-0.35538250739346894,1.8292425880240837
21,CPE,Energy,,,,,,0.799756392464248,,0.10114775482003419,,0.27534203331884,,,,1.7993785765987766
22,AMRS,Basic Materials,-0.6299901867642517,2.585229178832797,-1.0234383857813643,-0.18232822366722223,-0.6849636529297246,0.07808229055369469,0.05443134188980814,-1.5913199656521824,-0.08321403276119288,-0.7975641891227541,1.3985441167222188,-1.6806823334752554,1.0253435346638988,1.794422584111171
23,CEIX,Energy,0.9013439828676076,0.7875140786145381,1.5759572057840205,-0.19217515123940476,0.2719635897406804,0.31661338635835,-0.5031835059094236,0.05389560841668132,-0.35493271902881385,0.12510211665125462,-0.07022781578517057,0.027867117399137487,0.17985550220438415,1.7744603290984038
24,LC,Financial Services,,,,,,1.0,,-0.03072788456829546,,0.21650740537520602,,,,1.751338871050671
25,CHS,Consumer Cyclical,0.7654237377662745,0.6563777218426107,,-0.47146427755429854,0.03745960866098264,0.34985560939704347,-1.3581276500154438,-0.006258480034349506,-1.0181908475573866,-0.0004853094522480525,-0.04376296254586742,-0.010004341699177117,-0.022979020878225963,1.7422680975408322
26,LPI,Energy,,,,,,0.6603971665426541,,-0.4090132225620789,,0.36725543754127943,,,,1.7346010902752262
27,JYNT,Healthcare,2.3715673729109854,0.8691130832072647,,1.366552369824762,0.11203597869183028,0.8851225261037463,21.657141299012924,0.06859959257722767,3.7850995599970165,0.07283635598100345,0.32156863600829855,0.0990181635424881,1.0309438683999645,1.7187181439380608
28,TTI,Energy,,,,,,0.2676051820875524,,-0.2626554367909686,,0.010979240647066055,,,,1.7176514561370764
29,NOTV,Healthcare,1.6392505854800936,0.7448785135778943,1.3939110070257612,0.12259194395796857,0.058785766691122524,0.3217855832721937,3.072164948453608,-0.01811261922230374,-1.374083129584352,-0.0035078870139398388,0.6555074774159264,-0.02157055482743556,-0.07340643003159264,1.711660974732299
30,IDT,Communication Services,,,,,,0.16687600945803635,,9.509130184250042e-05,,0.00013057313088820954,,,,1.7092215779152413
31,HYRE,Industrials,0.6647537868203525,0.3993105719795474,,0.38536845734050984,-0.8001852295223869,0.3792122245429874,0.11334800736007766,-0.7895576793682518,0.385525157984304,-0.8003543883275631,0.6216422103165986,-1.3333852057601827,-2.054154837062414,1.6906013205876909
32,GCI,Communication Services,0.7321023155715153,0.7554275986032195,1.67414781180326,0.22369888592302978,0.10455273784750756,0.4220312659770899,-7.5861727852275225,-0.0641583717408075,0.16466206650255732,0.04888514376235673,0.2240364502786325,-0.04386630517100582,-0.1411085383723689,1.681556322049569
33,VRTV,Industrials,1.3642297650130548,0.7864680817171757,1.2575531518090264,-0.03382084095063986,0.013800036556388229,0.1897276549076951,0.8789808917197452,-0.0038514766169673864,-0.030303030303030276,0.008773533174922318,-0.11922448885720205,-0.011704491350579273,-0.05466506068748263,1.6757977489644476
34,PRTA,Healthcare,,,,,,-61.452088452088454,,-95.42628992628993,,-105.35380835380835,,,,1.6563494673887142
35,SI,Financial Services,8.103308575286968,0.8914369302207998,,0.15002741061095204,0.4332759609868044,1.0,0.11252406752339583,0.28509466437177283,0.1083838766742482,0.40260470453241537,0.10718686875103223,0.012024842435894488,0.1176749186562534,1.6443317596375813
36,RUBY,Healthcare,,,,,,,,,,,,,,1.6318792035981717
37,HMHC,Consumer Defensive,0.980206935518045,0.7746433590697334,1.1621353909174377,-1.038577224398433,-0.0015862811845191612,0.41908383992222475,1.2710742923902076,-0.1537621326062039,0.6865508926739174,-0.0945563086675957,0.051615337673366346,-0.08539151839268286,-0.32038986237947903,1.6299164610597174
38,XXII,Healthcare,0.09316680096696213,0.10008556801206654,0.014069298952457695,-0.12215558299523721,-0.7705647814810513,0.0005806526535826269,2.3335006903476843,-1.0280648782564936,-0.10308505766268372,-0.8339333410753688,-0.02244002119125099,-0.36317853724517746,-0.398378839030491,1.6190204869272256
39,RRD,Industrials,-3.4873599166015117,1.1111978619260683,-4.739119103466249,-0.048749361919346645,0.0680954469049185,0.19803771102828327,7.472727272727273,-0.017028429437988744,-0.020605550883095014,0.042552802747935395,-0.040193602693602726,-0.026739732315769843,0.2895309102205654,1.6077271108383162
40,DDD,Technology,0.3120965070026563,0.3634480845076005,0.09139170252739108,-1.3902074490344951,-0.010256869604025432,0.4408568186889687,0.5356554224810461,-0.1098130914553849,0.3372879763191279,-0.08945178312700164,-0.07980825542806325,-0.0855772669158384,-0.12699358853205006,1.605916785434924
41,KOPN,Technology,,,,,,0.14909510746182206,,-0.9995746102086978,,-0.8824311983589853,,,,1.5924882897337838
42,AMEH,Healthcare,0.5503761439631635,0.504523728820537,1.26167194816992,-0.5275521365682214,0.0939927009122076,0.16555479845456264,0.302814951545916,0.02517935563966908,-0.6268716592035216,0.061385827782911004,0.07830231502496598,0.0227363502051352,0.07587313118070933,1.5922575764885263
43,STKS,Consumer Cyclical,0.8198694410444717,0.8358448096425201,1.3398321384857492,0.5562890486856065,0.10939584524490185,0.20544244744408813,5.362553451435553,0.1726120930386722,0.34264004241031976,0.06295937222926558,0.40980829663204865,0.15867369479441204,0.8896813872042367,1.5650320810558087
44,WOW,Communication Services,-0.9247661651077674,1.0994902087716458,-9.30500203334689,0.019437877593905917,0.33871530808168965,0.4976435678128818,-1.4169530355097366,0.031768196893000526,-0.06140350877192979,0.15875370919881307,-0.006933610677760438,0.014883873078181224,-0.1379571726359674,1.5584609975684374
45,GSAT,Communication Services,0.15480811011849965,0.5781408258163403,,0.505814212519492,0.25659363184986106,0.5928043243899846,-3.3517495395948433,0.11633945246663326,-0.06324180430338422,-0.4835557782535417,0.01233543150953409,0.015239633389555422,0.03999540642682647,1.5546296059806026
46,NOG,Energy,0.36423570772642894,0.7068206448294774,,-0.5144313623263964,0.49355619834102465,0.7812217094658748,-1.5311332113105387,-0.1404277712763217,-0.8605721809478133,0.11340318105205827,0.21143249460563163,-0.04477297593800141,-0.1544107977088657,1.5375401969102982
47,BCRX,Healthcare,2.4138607131653247,0.7817688068369827,2.0879953989333893,0.056511503477795655,-2.0217262209480906,-1.2764205999795228,0.07550468138900968,-2.229896590560049,0.0555614519210359,-2.0365516535271833,1.3645475233622233,-0.676120612312688,-2.4894441459874037,1.5304853566235135
48,BLNK,Consumer Cyclical,0.587734841126589,0.3777400832124363,,-0.1136968595701836,-3.6140124456815226,0.1885843309087087,1.8202068102945077,-3.4968595856030213,-0.1053161941967371,-3.765165863894839,0.02715806535313159,-0.5743504500303799,-0.8201485294639539,1.5267284264923084
49,MSTR,Technology,,,,,,0.7944304963532767,,0.07064176983798967,,-0.002060342115490195,,,,1.5250251532859218
50,ARVN,Healthcare,0.14475137999198107,0.24849088533350192,,0.1432968911927439,-1.146478592312753,1.0,0.6945862421121305,-1.6355976634474327,0.1763029598732735,-1.198900337994193,2.0003293791085124,-0.28065082601387675,-0.3869084660266049,1.5136493854573632
51,TH,Energy,0.50547617862299,0.7993947988654976,,0.2583898695824003,0.47599160375713184,0.5930749682337992,1.4156577885391446,0.03728479956150186,0.1411976718700534,0.291881555671824,0.3345635910224438,0.02053826306543698,0.05099752296528531,1.4899292181521124
52,PAVM,Healthcare,,,,,,,,,,,,,,1.457705192416939
53,AVNW,Technology,1.1495469545276582,0.5773111180722607,1.2405196040046982,-0.5328088847755669,0.020700571644153565,0.3250662270665715,4.278048780487805,0.03993307580641193,-0.18952234206471497,0.008627972016501407,0.005575119790850458,0.05987935582652327,0.15093930187860377,1.4381412876523854
54,ATKR,Industrials,1.234390562214514,0.8379006190000661,,0.2082527993866108,0.15786851082524844,0.25942611103980195,0.017607669508580726,0.07255321835518001,0.25442181318860957,0.12011971586266487,0.044355768146173036,0.10072309316547479,0.7833969492528063,1.4306095213159278
55,MTDR,Energy,,,,,,0.7662664190822761,,0.09115862017397373,,0.24455189717770412,,,,1.4270727222071342
56,STFC,Financial Services,,,,,,0.0864837976122797,,0.06097214326321774,,0.07845366685616828,,,,1.4227501633897885
57,ATLC,Financial Services,,,,,,-0.061739261103836166,,0.5676534358027606,,-1.8389970590129447,,,,1.4212652329815436
58,ORGO,Healthcare,1.0775596855153555,0.7481365010172779,,-0.4648210993239452,-0.07674121870940796,0.708990309639399,-0.37600839104749273,-0.15500745264980975,-0.3365239521632396,-0.11287794896946521,0.34909459340704796,-0.2104978340899926,-0.7883925787340194,1.4012504055533193
59,MDP,Communication Services,1.2936589369997948,0.7531652788867343,,0.6482147136352743,0.2157127175787988,0.6358162145209346,-0.53420523138833,0.014520934608750195,0.5268817204301075,0.1380586482672103,0.4082236551541383,0.007173956832302948,0.04468896288789151,1.3921860239016495
60,THRY,Communication Services,9.443910491562729,0.9803643613879501,,-0.22058134372533544,0.2667904436130111,0.6648630128312464,-0.32077059937632724,0.024978647421438693,-0.2018367404279573,0.1399012504801692,-0.20344474140061564,0.02334422607815161,0.15585601404741,1.386586666970693
61,DDS,Consumer Cyclical,0.5734266682026713,0.5267821040814143,,-0.2105706633704162,0.060409310048175915,0.3322028858885508,-0.3475916670092739,0.01751179331729624,-0.3865342688693729,0.025196229480621092,-0.024623928379055138,0.03237745688849844,0.0672883778970451,1.373474302732581
62,AR,Energy,,,,,,0.4613346251874025,,-0.0862239075137944,,-0.24267539530075408,,,,1.3677409537494096
63,TMST,Basic Materials,0.19943171727934647,0.4811094729082197,,-1.3670276774969916,-0.025231634679020516,0.01869622766379881,10.0,-0.09099933818663138,-11.01980198019802,-0.08371939113170086,-0.2494722463678133,-0.09320059309468333,-0.1870748299319728,1.3667243146008967
64,EVC,Communication Services,0.22898477298280193,0.5608473026516306,0.7496356342739753,-0.17759010114897378,0.15305857625879557,0.4514520698163209,-2.620919332291752,-0.0720533674495111,-0.2727486687652614,0.09035913369277164,-0.08139281097325524,-0.029276501196709662,-0.06349451767100872,1.3641157916417812
65,GDEN,Consumer Cyclical,0.4582113866033464,0.8335681712568721,3.8875973272958197,0.2489852392474705,0.19567191625317185,0.40568516863397747,0.8908386726594626,-0.04062522472544971,-0.12954189135640815,0.05190413083900926,0.14277630506906602,-0.02545144209821058,-0.13074974871713485,1.362291685924025
66,VTGN,Healthcare,,,,,,,,,,,,,,1.3509549446467033
67,CDMO,Healthcare,,,,,,0.13476857638565007,,-0.07863365856388635,,-0.1048821894296961,,,,1.349415758031106
68,SESN,Healthcare,,,,,,,,,,,,,,1.346289064668429
69,WBT,Industrials,1.3074191002367799,0.8829723363968042,5.544593528018942,-0.013660245183887865,0.1766735679779158,0.3572369659326181,-0.28516624040920713,0.035071208984252464,-0.04251626898047722,0.13846539933496455,0.002389786805861327,0.02636605900525906,0.25420645748067305,1.34301943977641
70,CELH,Consumer Defensive,,,,,,0.41654360268268353,,0.13269086246492287,,-0.019274911184873355,,,,1.3397269395387295
71,ACRS,Healthcare,,,,,,-15.139105748757984,,-38.17222616512893,,-21.72226165128933,,,,1.3355492105944604
72,EOLS,Healthcare,0.3075751664422266,0.6695377679440364,,,-2.6043235504652826,0.7705368647100931,,-2.5779241231209733,,-2.714015748031496,,-0.4367550680838059,-1.0990411435477079,1.3355220849252165
73,MGNI,Communication Services,2.389749499714122,0.7167037861915367,2.7378055317324184,-1.0777391556231444,0.04117917833442019,0.6330827163808866,-0.587881336740966,-0.16288823251115628,-0.5754886318308736,-0.16329740304576318,0.25447327264707065,-0.06747959297182479,-0.22159696280479585,1.293224220461131
74,CELC,Healthcare,,,,,,,,,,,,,,1.2898947960841305
75,SB,Industrials,0.18359717952894833,0.560449399493829,1.2715581346641647,-0.09228120130057527,0.477146656823135,0.5869964249776245,-0.4206762028608583,0.08109789088849673,-0.211784493710523,0.22274867137605495,0.023655346263542265,0.01464094626632135,0.03417918177110305,1.2890159754687835
76,RVLV,Consumer Cyclical,,,,,,0.5357017469421441,,0.05934678107731704,,0.08169479511408619,,,,1.2840325484767838
77,PLCE,Consumer Cyclical,,,,,,0.35030553273244247,,0.039183884678566525,,0.05473822973303105,,,,1.2787108580406734
78,FLL,Consumer Cyclical,0.44892683970336567,0.7345636075425273,1.85437464346834,-0.08470632624827068,0.08798176894433966,0.42680376227090283,0.3319606497369023,-0.03519270757773587,-0.17068620919387079,0.037622709028483005,0.009427227296856966,-0.029582807216335074,-0.09914765712144821,1.276194549741093
79,KRUS,Consumer Cyclical,,,,,,0.1801540975951436,,0.022663242275663475,,0.02702155809790645,,,,1.2625935457634345
80,SLCA,Energy,0.47559545501597383,0.7193441729195209,1.7532263119011595,-0.2524503720003488,0.1511437614828851,0.25241153303849434,0.6387892912632962,-0.22318557698763697,-0.719444556086974,0.028405326091895635,-0.06518806211635342,-0.12067383024139386,-0.3760857627581588,1.2600890139801202
81,OTLK,Healthcare,-1.2579665741252861,1.6285356805139797,-0.706038695519308,-0.18514035621953573,-2.6598024606306585,-1.9222798379057129,0.14727607815256705,-4.238063554895992,-0.15569102771618548,-3.0724985370341202,1.6383691329075387,-1.751654375819349,1.6568389191003,1.2600623076567616
82,OCX,Healthcare,,,,,,,,,,,,,,1.2527629224686148
83,UUUU,Energy,0.1783769728392338,0.2567323013885727,,1.3864983744501815,-6.38312020460358,-2.1198635976129583,0.5043771043771044,-6.475362318840579,0.9041385135135136,-6.919181585677749,-0.8151067116421298,-0.2039163888038745,-0.2834189679812238,1.2518164929434903
84,BNED,Consumer Cyclical,,,,,,0.2593703170531636,,-0.01197949714028456,,0.017546567137330726,,,,1.2352186602860045
85,IPI,Basic Materials,0.20118208422292572,0.24857072223691695,0.11446523227563866,0.0753318562381129,0.31997456213024655,0.2642271205031564,0.15683611983365875,0.07952834922227797,0.09329360906647977,0.10919030560449947,0.05842395499484376,0.024701224097782852,0.032000694901745355,1.2345622874734932
86,VUZI,Technology,,,,,,-0.6608278650628938,,-3.969111342840918,,-3.9991147728151755,,,,1.2344675268339735
87,GTBP,Healthcare,,,,,,,,,,,,,,1.2254131296587012
88,NR,Energy,0.2348731875803115,0.3904479495688712,0.2893619735894795,-0.31286902418894036,0.09237805733070445,0.17336630415829898,-1.4010408599485766,-0.01578551405344834,-0.5553466546505486,0.034893716643560266,-0.13356850365750073,-0.014258235298328738,-0.023152461804518538,1.2245920712549836
89,BGFV,Consumer Cyclical,,,,,,0.3131194837906864,,0.008474703836948504,,0.015202284005439064,,,,1.2181204275657502
90,TPL,Energy,,,,,,0.9570807656205362,,0.6503856670611762,,0.8156021711627147,,,,1.2127666290067767
91,PRTY,Consumer Cyclical,1.3118141747444525,0.8526636996605864,2.952122247496437,-0.322538250294233,0.10292921160649168,0.21155497577687907,-5.320130781525081,-0.22671044525498033,-0.4227392780782292,0.06839396812570223,-0.032430695587874814,-0.14714550243130867,-0.6770115855887354,1.204977299852017
92,MGY,Energy,,,,,,0.8625080383104272,,0.05362007045939612,,0.1366673004736461,,,,1.2048939720732434
93,VRS,Basic Materials,0.2968591691995947,0.4176991150442478,,-0.13725490196078427,0.09001636661211129,0.1342062193126023,-0.5906432748538012,0.028641571194762683,-0.2152777777777778,0.046235679214402615,-0.08873974645786731,0.04124926340601061,0.07395668251452721,1.2014972048836703
94,XPEL,Consumer Cyclical,0.3361564365183965,0.3237938053466924,0.02194710553253119,0.42973367715382893,0.14508055124245264,0.33483640680606475,0.6043122471602407,0.10757573365898043,0.45296515679353977,0.13201978489186275,0.1820610918348764,0.34031870954734145,0.5004084499337544,1.196194408289621
95,POWW,Industrials,0.1517960367887319,0.32253144526677624,0.34460628834777063,0.7129822952071501,-2.014906247227663,-0.0552229085129407,1.3116821224163284,-2.8151705643870977,0.7630445430603858,-2.159124988550023,0.7778832599137773,-0.431604827692655,-0.5992371445791315,1.1952989068831537
96,HOV,Consumer Cyclical,-0.6002505744995701,1.260321968891648,,-0.2682105843331398,0.03686420257462383,0.1511659384922327,-10.3179203539823,-0.020881881050078436,-0.2871291151584101,0.03479569798643077,0.012898038551992563,-0.023771640535001606,0.06935322522878562,1.1908837090161242
97,FUV,Consumer Cyclical,0.9888696863833123,0.5372588135779658,0.07959915996046316,0.3006935182362005,-13.913843194817026,-1.9472764083615934,0.3882606258339165,-15.530383155337349,0.31151243193925615,-14.63298172799514,9.398858899322077,-1.0049997820229066,-1.9571910944596669,1.1895840399490947
98,MTW,Industrials,0.6826134076482427,0.600729430673178,0.4833565567425298,0.3430178069353327,0.07813096341529906,0.18761245297421078,-1.6944858420268256,0.025407556839866965,0.5362731152204836,0.05888446649582902,-0.006876759800736432,0.029497404734776553,0.07472738935214882,1.1879082048473715
99,DBI,Consumer Cyclical,0.9432900456919966,0.7075482643494911,,-0.06393196149271818,0.05971620130861998,0.28535909458820674,-5.6172676634418055,0.027055673754905606,-0.15195420367678258,0.03490750817350653,0.09904881120280629,0.046257955274724684,0.12167327306988839,1.1869699372061047
100,OPRX,Healthcare,,,,,,0.6276690388927288,,-0.12775595556013403,,-0.10915749617229241,,,,1.1843883924433396
101,MRLN,Financial Services,,,,,,1.0,,0.2529807997313082,,0.34662176030451736,,,,1.183770608460551
102,PACK,Consumer Cyclical,0.05998495675065814,0.5184715682723651,0.7999247837532907,-0.1228287841191067,0.2623376623376623,0.41150278293135434,3.2093023255813957,-0.13432282003710574,-0.22981366459627328,0.04601113172541744,0.005972377752892832,-0.03816351272995625,-0.099423235374897,1.1818063188431551
103,RFL,Healthcare,,,,,,1.0,,-0.9517339282092881,,-1.3579395660109512,,,,1.1797801014759375
104,FLGT,Healthcare,,,,,,0.5663121003443188,,-0.012635268076733892,,-0.013157894736842105,,,,1.1790096933424248
105,ASPN,Industrials,0.5159179521952874,0.4300593225251686,,-0.8098649591073354,-0.02151748878923767,0.1885847533632287,-0.5770905923344948,-0.10450224215246637,-0.46690512048192767,-0.10158923766816144,0.3355084753883155,-0.14383409455622762,-0.22538763888459037,1.175245456119153
106,AVXL,Healthcare,,,,,,,,,,,,,,1.172114694447749
107,ESTE,Energy,0.2898098663479929,0.25746861736957183,,-0.5377713629267431,0.41022785498426245,0.7879662452551996,-0.9830124040165387,0.0037592412502222084,-0.9233225748763061,0.047076784724618584,0.15666803744647906,0.0006751646007162003,0.0021139628865736895,1.1691734900692012
108,LXRX,Healthcare,0.557988403173329,0.7196629280729684,2.093773750864638,-2.726344431503273,0.5338448115799834,0.704554557507149,-2.0795118956764114,0.4040481505745592,-2.6468304301939405,0.5280883526405504,4.095366166210508,0.3708279962556155,2.869652465378848,1.1654005005790429
109,BTX,Healthcare,,,,,,,,,,,,,,1.1582505428367416
110,DVN,Energy,0.3321268528093761,0.5684187504556389,,-0.3985252808988764,0.2666978047641289,0.4181846489179511,-1.1158616187989556,-0.05527012299548498,-0.8726618705035971,0.027557216254086876,-0.23889086384642733,-0.02133221163957576,-0.0473712303175874,1.1573910835953616
111,FANG,Energy,0.09532794927919089,0.3665377587012877,,0.5967287084038353,0.7515264135917176,0.8224050968940801,-0.7163120567375887,0.06371117600212371,0.1994773519163764,0.36554287231218474,0.7407578558225509,0.010636647683205177,0.01781142157408438,1.1568824276938625
112,CLPT,Healthcare,0.8358046227649367,0.6154942567284313,,-0.15478358820542637,-0.38718017295176965,0.6485691361326558,-0.10115553432652946,-0.49389319782473035,-0.12458020247846324,-0.4095569225283053,0.5254446119588221,-0.5600532515615149,-1.8172865942966723,1.1564318595569358
113,BEAM,Healthcare,,,,,,1.0,,-4351.444444444444,,-4175.222222222223,,,,1.154387815656007
114,FCEL,Industrials,0.8282873628477494,0.5915560540537298,1.0322827679997888,-0.04746554024010674,-0.5641954174348169,-0.01595009217803529,0.638737482570668,-1.276797471688175,0.04474368166338061,-0.7675302870687385,-0.3207285575321176,-0.23021753550774857,-0.9823023978826196,1.1521530435433835
115,PDCE,Energy,0.15466877213384503,0.4750112392889576,,-0.34861018426464374,0.5794188883495812,0.8476829107754482,-29.013840830449826,-0.04576918510789339,-0.2759662144868186,0.045691654020754105,-0.057005555703639965,-0.012603825827812729,-0.023311186362594005,1.1492140150666075
116,TWI,Industrials,1.3930236618111058,0.7630922178537871,2.127825727801883,-0.7665719793040479,0.015882888119138572,0.08223013448234445,-4.010194567041711,-0.03342730484459496,-1.7659454971674156,-0.02165233394032855,-0.0959443537476099,-0.040941627849268865,-0.18846115676426692,1.1459583651647607
117,AA,Basic Materials,0.6232976653696498,0.5977035062538446,0.4377431906614786,-0.48007117437722424,0.1400364228889102,0.18412728841177034,-5.5,-0.10783092111569059,-0.6398651901781416,0.07169558132847695,-0.2215921808550324,-0.07313981081168937,-0.2312435765673176,1.1432659062621489
118,TELL,Energy,0.7975924054288189,0.5650655729986765,0.8220774376744634,0.031017757316672112,-4.358552860221033,-1.318064919719191,0.20694262197304059,-5.274449155487593,0.18385319015965007,-5.069124904427608,1.797394516818977,-0.38379758999582736,-0.6540313770612609,1.1427620924644284
119,AVID,Communication Services,-1.3686623464551697,1.509656811034102,-1.4804010703807589,0.2658668490085161,0.09890526193089648,0.6139396971257055,-1.7121041783773656,0.018458527203318212,0.7381053525913339,0.07948750327838597,-0.0036149650843734227,0.0266638135462416,-0.04724845064118901,1.1426907868700746
120,STON,Consumer Cyclical,-1.532412918333496,1.0596091121854077,-3.593882329983413,1.5370257411248018,-0.08084216418780758,0.49547507794217116,1.0900149933286567,-0.5906578241500221,0.5527015501931472,-0.12031472310120431,-0.18626750093317224,-0.08964793558461114,2.686671146161191,1.140364087986023
121,GCO,Consumer Cyclical,0.5853389915482571,0.6314483141106281,,0.06643743002951474,0.06676950077967617,0.4838794100859965,-2.182052763335259,0.027939078753209962,0.1373116151621252,0.044205772607650386,0.0038897847116337037,0.04290248776977864,0.09061539313195431,1.138078988304728
122,SBNY,Financial Services,8.641232884275851,0.9062062002961784,1.0006459161451218,0.184160064215956,0.6487748320835851,1.0,0.15806995580865424,0.4342179300377886,0.14853938589193327,0.617348253313906,0.13786985538551222,0.011974401935550556,0.1281609136375864,1.1344429000680973
123,GDYN,Technology,,,,,,0.40765343204367593,,0.09133242060071328,,0.1320504369284857,,,,1.133467757787267
124,DVAX,Healthcare,,,,,,-1.0586331241659332,,-4.332888497685908,,-3.375110025838326,,,,1.1328712267871661
125,LDL,Industrials,0.40781986056152253,0.5948530225705114,0.8703724640412035,-0.05793600742494731,0.09454524610758563,0.18319484880546646,-3.01788576007326,-0.0842048822662581,-0.4069852001808212,0.03603065686806035,0.06553148822301136,-0.08502595225075259,-0.20507056180428823,1.1325586793240563
126,WLL,Energy,0.13674980515387564,0.47294512919877524,,-0.38654493468705364,0.5412120884467752,0.6762101326447214,-1.7041466419849691,-0.15338957986827753,-0.9704464435459985,0.010535253729539607,-0.24462648949223942,-0.03132779875468733,-0.058145305882725935,1.1314020482780434
127,RICK,Consumer Cyclical,0.20172665943293863,0.5224323196788778,0.8463933575505967,0.047135018440226606,0.2571758377103596,0.8458126908908146,-0.02801858326548201,0.11208501096327717,0.020301529418167874,0.2070706233879564,0.09237517194777611,0.05929687591309125,0.1256551634464461,1.126667409034214
128,OII,Energy,,,,,,0.04796779882468054,,-0.17012837113377902,,-0.05695309463684816,,,,1.1212304325179716
129,CAL,Consumer Cyclical,,,,,,0.40839797341285244,,0.021501854145145646,,0.04930478969811354,,,,1.1203372970455978
130,IDEX,Industrials,,,,,,0.9672844769555267,,-2.1918278508279854,,0.24657810887223444,,,,1.1187336967906625
131,MRO,Energy,,,,,,0.7430243902439024,,0.09365853658536585,,0.10263414634146341,,,,1.1174339384311303
132,VEL,Financial Services,0.3261233676166549,0.9309886462046103,,0.3472900449644636,0.44742377290024243,0.8812478926157254,1.2660201808413052,0.2776448676161269,0.3194451659826485,0.40779692040911353,0.25057226617404926,0.008755440821407386,0.11940174835315076,1.114576178841745
